name	contig	type	start	stop	strand	legend
mioC	IR3_k97_305633	MAG90	176063	176506	+	MAG90_gene0870
gidA	IR3_k97_305633	MAG90	177113	179017	+	MAG90_gene0871
gidB	IR3_k97_305633	MAG90	179152	179817	+	MAG90_gene0872
parA	IR3_k97_305633	MAG90	179840	180619	+	MAG90_gene0873
parB	IR3_k97_305633	MAG90	180634	181515	+	MAG90_gene0874
atpI	IR3_k97_305633	MAG90	181721	182122	+	MAG90_gene0875
atpB	IR3_k97_305633	MAG90	182135	182980	+	MAG90_gene0876
atpE	IR3_k97_305633	MAG90	183035	183277	+	MAG90_gene0877
atpF	IR3_k97_305633	MAG90	183319	183789	+	MAG90_gene0878
atpH	IR3_k97_305633	MAG90	183806	184339	+	MAG90_gene0879
atpA	IR3_k97_305633	MAG90	184354	185895	+	MAG90_gene0880
atpG	IR3_k97_305633	MAG90	185951	186811	+	MAG90_gene0881
atpD	IR3_k97_305633	MAG90	186863	188248	+	MAG90_gene0882
atpC	IR3_k97_305633	MAG90	188267	188695	+	MAG90_gene0883
glmU	IR3_k97_305633	MAG90	189510	190901	+	MAG90_gene0885
glmS	IR3_k97_305633	MAG90	190903	192732	+	MAG90_gene0886
-	IR3_k97_305633	MAG90	193191	193487	+	MAG90_gene0888
-	IR3_k97_305633	MAG90	194041	193499	-	MAG90_gene0889
higA-1	IR3_k97_305633	MAG90	194981	194694	-	MAG90_gene0891
higB-1	IR3_k97_305633	MAG90	195269	194991	-	MAG90_gene0892
yghU	IR3_k97_305633	MAG90	196308	195436	-	MAG90_gene0893
chrR	IR3_k97_305633	MAG90	199418	198852	-	MAG90_gene0897
-	IR3_k97_305633	MAG90	200367	199438	-	MAG90_gene0898
tqsA	IR3_k97_305633	MAG90	201506	200364	-	MAG90_gene0899
rghR	IR3_k97_305633	MAG90	202176	202484	+	MAG90_gene0901
-	IR3_k97_305633	MAG90	203386	202487	-	MAG90_gene0902
gst	IR3_k97_305633	MAG90	203968	203393	-	MAG90_gene0903
bcrC	IR3_k97_305633	MAG90	204168	204740	+	MAG90_gene0904
-	IR3_k97_305633	MAG90	204770	205813	+	MAG90_gene0905
ywaD	IR3_k97_305633	MAG90	207557	205884	-	MAG90_gene0906
cpxA	IR3_k97_305633	MAG90	208485	209951	+	MAG90_gene0908
zraR	IR3_k97_305633	MAG90	209972	211351	+	MAG90_gene0909
-	IR3_k97_305633	MAG90	213445	211361	-	MAG90_gene0910
yliI	IR3_k97_305633	MAG90	214597	213449	-	MAG90_gene0911
oxyR	IR3_k97_305633	MAG90	215759	214845	-	MAG90_gene0912
ahpC	IR3_k97_305633	MAG90	215926	216474	+	MAG90_gene0913
ahpD	IR3_k97_305633	MAG90	216569	217096	+	MAG90_gene0914
bacA	IR3_k97_305633	MAG90	217316	218113	+	MAG90_gene0915
apbE	IR3_k97_305633	MAG90	218134	219180	+	MAG90_gene0916
mgtE	IR3_k97_305633	MAG90	220233	221588	+	MAG90_gene0918
-	IR3_k97_305633	MAG90	221687	223159	+	MAG90_gene0919
-	IR3_k97_305633	MAG90	223186	224193	+	MAG90_gene0920
dsbA	IR3_k97_305633	MAG90	224244	224867	+	MAG90_gene0921
ybdG	IR3_k97_305633	MAG90	224892	226193	+	MAG90_gene0922
-	IR3_k97_305633	MAG90	227095	226190	-	MAG90_gene0923
imuA	IR3_k97_305633	MAG90	227232	227903	+	MAG90_gene0924
imuB	IR3_k97_305633	MAG90	227913	229292	+	MAG90_gene0925
dnaE2	IR3_k97_305633	MAG90	229292	232411	+	MAG90_gene0926
-	IR3_k97_305633	MAG90	232986	232441	-	MAG90_gene0927
pssA	IR3_k97_277870	MAG90	1205	375	-	MAG90_gene0928
clpB	IR3_k97_277870	MAG90	4025	1449	-	MAG90_gene0929
yfiH	IR3_k97_277870	MAG90	4905	4171	-	MAG90_gene0930
rluD	IR3_k97_277870	MAG90	5867	4902	-	MAG90_gene0931
bamD	IR3_k97_277870	MAG90	6045	6770	+	MAG90_gene0932
glnB	IR3_k97_277870	MAG90	7149	6811	-	MAG90_gene0933
nadE	IR3_k97_277870	MAG90	8791	7172	-	MAG90_gene0934
-	IR3_k97_277870	MAG90	9375	8854	-	MAG90_gene0935
narL	IR3_k97_277870	MAG90	10003	9395	-	MAG90_gene0936
glyS1	IR3_k97_277870	MAG90	10298	12052	+	MAG90_gene0937
flgS	IR3_k97_277870	MAG90	12093	13046	+	MAG90_gene0938
pdxH	IR3_k97_277870	MAG90	13110	13748	+	MAG90_gene0939
comC	IR3_k97_277870	MAG90	14917	13802	-	MAG90_gene0940
pfkA	IR3_k97_277870	MAG90	15121	16125	+	MAG90_gene0941
speB	IR3_k97_277870	MAG90	16212	17129	+	MAG90_gene0942
speA	IR3_k97_277870	MAG90	17126	19054	+	MAG90_gene0943
-	IR3_k97_277870	MAG90	19509	20957	+	MAG90_gene0945
aceB	IR3_k97_277870	MAG90	21177	22769	+	MAG90_gene0946
aceA	IR3_k97_277870	MAG90	22805	24145	+	MAG90_gene0947
aceK	IR3_k97_277870	MAG90	25946	24198	-	MAG90_gene0948
nodD	IR3_k97_277870	MAG90	26045	26977	+	MAG90_gene0949
-	IR3_k97_277870	MAG90	28908	27034	-	MAG90_gene0950
tri	IR3_k97_277870	MAG90	32486	29307	-	MAG90_gene0951
-	IR3_k97_277870	MAG90	33993	32632	-	MAG90_gene0952
-	IR3_k97_277870	MAG90	35402	34056	-	MAG90_gene0953
ywaD	IR3_k97_277870	MAG90	37727	38746	+	MAG90_gene0956
ampC	IR3_k97_277870	MAG90	38862	40208	+	MAG90_gene0957
-	IR3_k97_277870	MAG90	40678	40313	-	MAG90_gene0958
-	IR3_k97_277870	MAG90	41827	42240	+	MAG90_gene0960
-	IR3_k97_277870	MAG90	42849	43556	+	MAG90_gene0962
ctpA	IR3_k97_277870	MAG90	44685	46862	+	MAG90_gene0965
gcvP	IR3_k97_277870	MAG90	49959	47077	-	MAG90_gene0966
gcvH	IR3_k97_277870	MAG90	50460	50071	-	MAG90_gene0967
gcvT	IR3_k97_277870	MAG90	51611	50526	-	MAG90_gene0968
oxyR	IR3_k97_277870	MAG90	51816	52667	+	MAG90_gene0969
ubiI	IR3_k97_277870	MAG90	53884	52700	-	MAG90_gene0970
ubiH	IR3_k97_277870	MAG90	55074	53914	-	MAG90_gene0971
pepP	IR3_k97_277870	MAG90	56486	55077	-	MAG90_gene0972
-	IR3_k97_277870	MAG90	57063	56491	-	MAG90_gene0973
zapA	IR3_k97_277870	MAG90	57346	57696	+	MAG90_gene0974
-	IR3_k97_277870	MAG90	60221	58569	-	MAG90_gene0977
-	IR3_k97_277870	MAG90	60402	61019	+	MAG90_gene0978
rpiA	IR3_k97_277870	MAG90	61216	61902	+	MAG90_gene0979
serA	IR3_k97_277870	MAG90	61920	63152	+	MAG90_gene0980
phoU	IR3_k97_277870	MAG90	63890	63171	-	MAG90_gene0981
pstB	IR3_k97_277870	MAG90	64723	63911	-	MAG90_gene0982
pstA	IR3_k97_277870	MAG90	66430	64778	-	MAG90_gene0983
pstC	IR3_k97_277870	MAG90	68709	66442	-	MAG90_gene0984
pstS	IR3_k97_277870	MAG90	69720	68746	-	MAG90_gene0985
phoR	IR3_k97_277870	MAG90	70941	69826	-	MAG90_gene0986
phoB	IR3_k97_277870	MAG90	71814	71128	-	MAG90_gene0987
porB	IR3_k97_277870	MAG90	72946	71891	-	MAG90_gene0988
amt	IR3_k97_277870	MAG90	73269	75047	+	MAG90_gene0989
rdgC	IR3_k97_277870	MAG90	75108	76025	+	MAG90_gene0990
srmB	IR3_k97_277870	MAG90	76032	77297	+	MAG90_gene0991
vpsQ	IR3_k97_277870	MAG90	77664	77311	-	MAG90_gene0992
thiI	IR3_k97_277870	MAG90	79157	77697	-	MAG90_gene0993
xseB	IR3_k97_277870	MAG90	79404	79658	+	MAG90_gene0994
ispA	IR3_k97_277870	MAG90	79677	80576	+	MAG90_gene0995
dxs	IR3_k97_277870	MAG90	80581	82458	+	MAG90_gene0996
pgpA	IR3_k97_277870	MAG90	83079	82576	-	MAG90_gene0997
thiL	IR3_k97_277870	MAG90	84154	83135	-	MAG90_gene0998
nusB	IR3_k97_277870	MAG90	84583	84164	-	MAG90_gene0999
ribH	IR3_k97_277870	MAG90	85058	84594	-	MAG90_gene1000
-	IR3_k97_277870	MAG90	85728	85138	-	MAG90_gene1001
-	IR3_k97_277870	MAG90	87387	86614	-	MAG90_gene1003
secF	IR3_k97_277870	MAG90	88490	87534	-	MAG90_gene1004
secD	IR3_k97_277870	MAG90	90353	88503	-	MAG90_gene1005
yajC	IR3_k97_277870	MAG90	90713	90381	-	MAG90_gene1006
-	IR3_k97_277870	MAG90	91052	91660	+	MAG90_gene1007
-	IR3_k97_277870	MAG90	93961	93437	-	MAG90_gene1009
hemH	IR3_k97_277870	MAG90	95079	93994	-	MAG90_gene1010
lysX	IR3_k97_277870	MAG90	95180	96643	+	MAG90_gene1011
rimI	IR3_k97_277870	MAG90	96712	97164	+	MAG90_gene1012
yqhD	IR3_k97_277870	MAG90	97196	98362	+	MAG90_gene1013
cysK	IR3_k97_277870	MAG90	99467	98397	-	MAG90_gene1014
cspA	IR3_k97_277870	MAG90	99793	100002	+	MAG90_gene1015
-	IR3_k97_277870	MAG90	103242	100102	-	MAG90_gene1016
acrA	IR3_k97_277870	MAG90	104337	103246	-	MAG90_gene1017
-	IR3_k97_277870	MAG90	106297	104378	-	MAG90_gene1018
betT	IR3_k97_277870	MAG90	106482	108533	+	MAG90_gene1019
-	IR3_k97_277870	MAG90	111435	109753	-	MAG90_gene1021
-	IR3_k97_277870	MAG90	111536	111970	+	MAG90_gene1022
menA	IR3_k97_277870	MAG90	112994	113887	+	MAG90_gene1024
-	IR3_k97_277870	MAG90	120239	118830	-	MAG90_gene1028
amiE	IR3_k97_277870	MAG90	120375	121955	+	MAG90_gene1029
ttrB	IR3_k97_277870	MAG90	122170	122967	+	MAG90_gene1030
ttrC	IR3_k97_277870	MAG90	122948	124093	+	MAG90_gene1031
ttrA	IR3_k97_277870	MAG90	124086	127169	+	MAG90_gene1032
-	IR3_k97_277870	MAG90	128356	127298	-	MAG90_gene1033
-	IR3_k97_277870	MAG90	129572	128541	-	MAG90_gene1034
-	IR3_k97_277870	MAG90	131033	132679	+	MAG90_gene1036
-	IR3_k97_277870	MAG90	132688	134541	+	MAG90_gene1037
dnaQ	IR3_k97_277870	MAG90	134550	135260	+	MAG90_gene1038
-	IR3_k97_277870	MAG90	138385	137039	-	MAG90_gene1040
moaA	IR3_k97_277870	MAG90	139030	138575	-	MAG90_gene1041
-	IR3_k97_277870	MAG90	139479	139129	-	MAG90_gene1042
ycaO	IR3_k97_277870	MAG90	139751	141940	+	MAG90_gene1043
sqr	IR3_k97_277870	MAG90	142043	143173	+	MAG90_gene1044
-	IR3_k97_277870	MAG90	144187	143483	-	MAG90_gene1046
-	IR3_k97_277870	MAG90	145384	144242	-	MAG90_gene1047
rpoD	IR3_k97_277870	MAG90	147574	145730	-	MAG90_gene1049
dnaG	IR3_k97_277870	MAG90	149453	147708	-	MAG90_gene1050
rpsU	IR3_k97_277870	MAG90	149948	149733	-	MAG90_gene1051
tgt	IR3_k97_277870	MAG90	151182	150067	-	MAG90_gene1052
queA	IR3_k97_277870	MAG90	152259	151201	-	MAG90_gene1053
ydiY	IR3_k97_277870	MAG90	153144	152359	-	MAG90_gene1054
fbaA	IR3_k97_277870	MAG90	154393	153329	-	MAG90_gene1055
pgk	IR3_k97_277870	MAG90	155624	154446	-	MAG90_gene1056
epd	IR3_k97_277870	MAG90	156699	155659	-	MAG90_gene1057
tktA	IR3_k97_277870	MAG90	158706	156715	-	MAG90_gene1058
metK	IR3_k97_277870	MAG90	158910	160052	+	MAG90_gene1059
rsmE	IR3_k97_277870	MAG90	160800	161528	+	MAG90_gene1061
gshB	IR3_k97_277870	MAG90	161538	162497	+	MAG90_gene1062
algH	IR3_k97_277870	MAG90	162509	163093	+	MAG90_gene1063
ruvX	IR3_k97_277870	MAG90	163111	163527	+	MAG90_gene1064
phoH2	IR3_k97_277870	MAG90	164943	163546	-	MAG90_gene1065
rluA	IR3_k97_277870	MAG90	165107	165766	+	MAG90_gene1066
murU	IR3_k97_277870	MAG90	166446	165703	-	MAG90_gene1067
amgK	IR3_k97_277870	MAG90	167513	166443	-	MAG90_gene1068
lptD	IR3_k97_277870	MAG90	167694	170069	+	MAG90_gene1069
surA	IR3_k97_277870	MAG90	170080	171363	+	MAG90_gene1070
pdxA	IR3_k97_277870	MAG90	171370	172389	+	MAG90_gene1071
ksgA	IR3_k97_277870	MAG90	172382	173194	+	MAG90_gene1072
apaG	IR3_k97_277870	MAG90	173191	173565	+	MAG90_gene1073
apaH	IR3_k97_277870	MAG90	173599	174411	+	MAG90_gene1074
tyrS	IR3_k97_277870	MAG90	175687	174488	-	MAG90_gene1075
mepM	IR3_k97_277870	MAG90	175843	177147	+	MAG90_gene1076
anmK	IR3_k97_277870	MAG90	177151	178299	+	MAG90_gene1077
pepQ	IR3_k97_277870	MAG90	179669	178365	-	MAG90_gene1078
erpA	IR3_k97_277870	MAG90	180808	180461	-	MAG90_gene1080
hemJ	IR3_k97_277870	MAG90	181689	182126	+	MAG90_gene1082
pyrB	IR3_k97_277870	MAG90	182206	183222	+	MAG90_gene1083
hemL	IR3_k97_277870	MAG90	183237	184523	+	MAG90_gene1084
sfcA	IR3_k97_277870	MAG90	184625	186319	+	MAG90_gene1085
mrcB	IR3_k97_277870	MAG90	188665	186383	-	MAG90_gene1086
hrpB	IR3_k97_277870	MAG90	191217	188665	-	MAG90_gene1087
pepB	IR3_k97_277870	MAG90	192559	191267	-	MAG90_gene1088
sfsA	IR3_k97_277870	MAG90	192636	193361	+	MAG90_gene1089
dksA	IR3_k97_277870	MAG90	193536	193991	+	MAG90_gene1090
gluQ	IR3_k97_277870	MAG90	193998	194876	+	MAG90_gene1091
pcnB	IR3_k97_277870	MAG90	194900	196426	+	MAG90_gene1092
folK	IR3_k97_277870	MAG90	196434	196919	+	MAG90_gene1093
panB	IR3_k97_277870	MAG90	197004	197798	+	MAG90_gene1094
panC	IR3_k97_277870	MAG90	197829	198677	+	MAG90_gene1095
panP	IR3_k97_277870	MAG90	200420	198756	-	MAG90_gene1096
trmB	IR3_k97_277870	MAG90	201224	200499	-	MAG90_gene1097
-	IR3_k97_277870	MAG90	202001	201228	-	MAG90_gene1098
-	IR3_k97_277870	MAG90	202935	201994	-	MAG90_gene1099
ubiX	IR3_k97_277870	MAG90	203577	202954	-	MAG90_gene1100
mpl	IR3_k97_277870	MAG90	204989	203601	-	MAG90_gene1101
fbp	IR3_k97_277870	MAG90	205164	206165	+	MAG90_gene1102
ppa	IR3_k97_277870	MAG90	206350	206883	+	MAG90_gene1103
-	IR3_k97_277870	MAG90	206890	207594	+	MAG90_gene1104
-	IR3_k97_277870	MAG90	207591	208988	+	MAG90_gene1105
-	IR3_k97_277870	MAG90	208990	209472	+	MAG90_gene1106
pccA	IR3_k97_277870	MAG90	210813	210352	-	MAG90_gene1108
-	IR3_k97_277870	MAG90	213772	211370	-	MAG90_gene1110
-	IR3_k97_277870	MAG90	214010	214459	+	MAG90_gene1111
trpA	IR3_k97_265014	MAG90	934	125	-	MAG90_gene1112
trpB	IR3_k97_265014	MAG90	2151	931	-	MAG90_gene1113
trpCF	IR3_k97_265014	MAG90	3640	2162	-	MAG90_gene1114
trpD	IR3_k97_265014	MAG90	4641	3637	-	MAG90_gene1115
trpG	IR3_k97_265014	MAG90	5284	4634	-	MAG90_gene1116
trpE	IR3_k97_265014	MAG90	6900	5281	-	MAG90_gene1117
-	IR3_k97_265014	MAG90	7385	8245	+	MAG90_gene1118
tsaC	IR3_k97_265014	MAG90	8245	8913	+	MAG90_gene1119
scpA	IR3_k97_265014	MAG90	8971	9843	+	MAG90_gene1120
scpB	IR3_k97_265014	MAG90	9833	10459	+	MAG90_gene1121
rluB	IR3_k97_265014	MAG90	10456	11577	+	MAG90_gene1122
aguA	IR3_k97_265014	MAG90	11577	12656	+	MAG90_gene1123
-	IR3_k97_265014	MAG90	12736	13440	+	MAG90_gene1124
recX	IR3_k97_265014	MAG90	13544	14038	+	MAG90_gene1125
alaS	IR3_k97_265014	MAG90	14137	16743	+	MAG90_gene1126
csrA	IR3_k97_265014	MAG90	16954	17145	+	MAG90_gene1127
oadA	IR3_k97_265014	MAG90	18268	20079	+	MAG90_gene1132
madB	IR3_k97_265014	MAG90	20084	21214	+	MAG90_gene1133
-	IR3_k97_265014	MAG90	24038	21378	-	MAG90_gene1135
gshA	IR3_k97_265014	MAG90	24123	25721	+	MAG90_gene1136
-	IR3_k97_265014	MAG90	25758	26435	+	MAG90_gene1137
tlyC	IR3_k97_265014	MAG90	27753	26476	-	MAG90_gene1138
-	IR3_k97_265014	MAG90	28629	27838	-	MAG90_gene1139
ffh	IR3_k97_265014	MAG90	28760	30124	+	MAG90_gene1140
rpsP	IR3_k97_265014	MAG90	30245	30493	+	MAG90_gene1141
rimM	IR3_k97_265014	MAG90	30540	31082	+	MAG90_gene1142
trmD	IR3_k97_265014	MAG90	31082	31849	+	MAG90_gene1143
rplS	IR3_k97_265014	MAG90	31881	32240	+	MAG90_gene1144
tyrA	IR3_k97_265014	MAG90	32895	34025	+	MAG90_gene1146
divK	IR3_k97_265014	MAG90	34398	34030	-	MAG90_gene1147
-	IR3_k97_265014	MAG90	35188	34541	-	MAG90_gene1148
-	IR3_k97_265014	MAG90	35672	35202	-	MAG90_gene1149
mtaD	IR3_k97_265014	MAG90	35906	39067	+	MAG90_gene1150
-	IR3_k97_265014	MAG90	39067	40359	+	MAG90_gene1151
hsbA	IR3_k97_265014	MAG90	40511	40816	+	MAG90_gene1152
hsbR	IR3_k97_265014	MAG90	40816	42513	+	MAG90_gene1153
-	IR3_k97_265014	MAG90	42820	42488	-	MAG90_gene1154
cysB	IR3_k97_265014	MAG90	42928	43902	+	MAG90_gene1155
sdaA	IR3_k97_265014	MAG90	45390	44017	-	MAG90_gene1157
-	IR3_k97_265014	MAG90	46088	45492	-	MAG90_gene1158
pabB	IR3_k97_265014	MAG90	47464	46085	-	MAG90_gene1159
fumA	IR3_k97_265014	MAG90	47595	49106	+	MAG90_gene1160
rmuC	IR3_k97_265014	MAG90	49147	50487	+	MAG90_gene1161
smc	IR3_k97_265014	MAG90	51214	54642	+	MAG90_gene1163
zipA	IR3_k97_265014	MAG90	54804	55763	+	MAG90_gene1164
ligA	IR3_k97_265014	MAG90	55836	57917	+	MAG90_gene1165
mltD	IR3_k97_265014	MAG90	59595	57979	-	MAG90_gene1166
gloB	IR3_k97_265014	MAG90	60458	59664	-	MAG90_gene1167
-	IR3_k97_265014	MAG90	60512	61288	+	MAG90_gene1168
rnhA	IR3_k97_265014	MAG90	61778	61299	-	MAG90_gene1169
dnaQ	IR3_k97_265014	MAG90	61894	62646	+	MAG90_gene1170
dnaE	IR3_k97_265014	MAG90	63361	66909	+	MAG90_gene1174
accA	IR3_k97_265014	MAG90	66926	67882	+	MAG90_gene1175
tilS	IR3_k97_265014	MAG90	67896	68909	+	MAG90_gene1176
triB	IR3_k97_265014	MAG90	69265	70488	+	MAG90_gene1177
-	IR3_k97_265014	MAG90	70491	73625	+	MAG90_gene1178
-	IR3_k97_265014	MAG90	73753	74490	+	MAG90_gene1179
astE	IR3_k97_265014	MAG90	74528	75568	+	MAG90_gene1180
bkdA1	IR3_k97_265014	MAG90	75722	76915	+	MAG90_gene1181
bkdA2	IR3_k97_265014	MAG90	76915	77892	+	MAG90_gene1182
bkdB	IR3_k97_265014	MAG90	77904	79520	+	MAG90_gene1183
-	IR3_k97_265014	MAG90	79757	81898	+	MAG90_gene1184
rnhB	IR3_k97_265014	MAG90	82557	81979	-	MAG90_gene1185
argE	IR3_k97_265014	MAG90	83742	82576	-	MAG90_gene1186
abgT	IR3_k97_265014	MAG90	85423	83867	-	MAG90_gene1187
-	IR3_k97_265014	MAG90	85739	88195	+	MAG90_gene1188
-	IR3_k97_265014	MAG90	88199	88804	+	MAG90_gene1189
vpr	IR3_k97_265014	MAG90	93737	89778	-	MAG90_gene1192
-	IR3_k97_265014	MAG90	94004	94936	+	MAG90_gene1193
-	IR3_k97_265014	MAG90	94952	95527	+	MAG90_gene1194
fadE	IR3_k97_265014	MAG90	98273	95817	-	MAG90_gene1195
purN	IR3_k97_265014	MAG90	100077	99421	-	MAG90_gene1197
purM	IR3_k97_265014	MAG90	101117	100077	-	MAG90_gene1198
rimI	IR3_k97_265014	MAG90	101313	102422	+	MAG90_gene1199
wrbA	IR3_k97_265014	MAG90	102508	103110	+	MAG90_gene1200
-	IR3_k97_265014	MAG90	103281	106298	+	MAG90_gene1201
-	IR3_k97_265014	MAG90	106415	106720	+	MAG90_gene1202
-	IR3_k97_265014	MAG90	108166	107231	-	MAG90_gene1203
ppiC	IR3_k97_265014	MAG90	108380	108658	+	MAG90_gene1204
bacC	IR3_k97_265014	MAG90	108780	109547	+	MAG90_gene1205
-	IR3_k97_265014	MAG90	109647	110576	+	MAG90_gene1206
pldA	IR3_k97_265014	MAG90	111615	110605	-	MAG90_gene1207
-	IR3_k97_265014	MAG90	113513	112605	-	MAG90_gene1209
-	IR3_k97_265014	MAG90	114760	113552	-	MAG90_gene1210
-	IR3_k97_265014	MAG90	117164	114771	-	MAG90_gene1211
-	IR3_k97_265014	MAG90	117886	117161	-	MAG90_gene1212
tesB	IR3_k97_265014	MAG90	118810	117950	-	MAG90_gene1213
acnA	IR3_k97_265014	MAG90	119185	121902	+	MAG90_gene1214
mfd	IR3_k97_265014	MAG90	126730	123245	-	MAG90_gene1216
lolC_E	IR3_k97_265014	MAG90	126809	128116	+	MAG90_gene1217
lolD	IR3_k97_265014	MAG90	128109	128801	+	MAG90_gene1218
lolC_E	IR3_k97_265014	MAG90	128798	130036	+	MAG90_gene1219
-	IR3_k97_265014	MAG90	130591	130037	-	MAG90_gene1220
comEC	IR3_k97_265014	MAG90	130681	133149	+	MAG90_gene1221
msbA	IR3_k97_265014	MAG90	133207	134970	+	MAG90_gene1222
lpxK	IR3_k97_265014	MAG90	134994	136112	+	MAG90_gene1223
-	IR3_k97_265014	MAG90	136117	136314	+	MAG90_gene1224
kdsB	IR3_k97_265014	MAG90	136311	137072	+	MAG90_gene1225
-	IR3_k97_265014	MAG90	137421	137119	-	MAG90_gene1226
araC	IR3_k97_265014	MAG90	138314	137418	-	MAG90_gene1227
mmsA	IR3_k97_265014	MAG90	138461	139963	+	MAG90_gene1228
-	IR3_k97_265014	MAG90	139979	141136	+	MAG90_gene1229
-	IR3_k97_265014	MAG90	141193	142350	+	MAG90_gene1230
mmsB	IR3_k97_265014	MAG90	142361	143254	+	MAG90_gene1231
fabG	IR3_k97_265014	MAG90	143261	144025	+	MAG90_gene1232
mscS	IR3_k97_265014	MAG90	144086	144961	+	MAG90_gene1233
-	IR3_k97_265014	MAG90	145392	144994	-	MAG90_gene1234
-	IR3_k97_265014	MAG90	145610	145404	-	MAG90_gene1235
-	IR3_k97_265014	MAG90	148902	149498	+	MAG90_gene1237
-	IR3_k97_265014	MAG90	149495	150184	+	MAG90_gene1238
ohrR	IR3_k97_265014	MAG90	151462	151752	+	MAG90_gene1241
gcvA	IR3_k97_265014	MAG90	151773	152696	+	MAG90_gene1242
-	IR3_k97_265014	MAG90	152693	153292	+	MAG90_gene1243
rlmM	IR3_k97_265014	MAG90	153315	154385	+	MAG90_gene1244
rlpA	IR3_k97_265014	MAG90	154516	154920	+	MAG90_gene1245
mscK	IR3_k97_265014	MAG90	158050	155516	-	MAG90_gene1247
-	IR3_k97_265014	MAG90	159235	158231	-	MAG90_gene1248
ppnN	IR3_k97_265014	MAG90	161184	159826	-	MAG90_gene1250
queF	IR3_k97_265014	MAG90	162214	161327	-	MAG90_gene1251
syd	IR3_k97_265014	MAG90	162274	162828	+	MAG90_gene1252
-	IR3_k97_265014	MAG90	162921	163568	+	MAG90_gene1253
lysC	IR3_k97_265014	MAG90	163933	165303	+	MAG90_gene1254
ampD	IR3_k97_265014	MAG90	167081	167428	+	MAG90_gene1257
truC	IR3_k97_265014	MAG90	167415	168179	+	MAG90_gene1258
dapD	IR3_k97_265014	MAG90	169101	168277	-	MAG90_gene1259
glnD	IR3_k97_265014	MAG90	171801	169126	-	MAG90_gene1260
map	IR3_k97_265014	MAG90	172583	171798	-	MAG90_gene1261
rpsB	IR3_k97_265014	MAG90	173082	173825	+	MAG90_gene1262
tsf	IR3_k97_265014	MAG90	173939	174817	+	MAG90_gene1263
pyrH	IR3_k97_265014	MAG90	174923	175666	+	MAG90_gene1264
frr	IR3_k97_265014	MAG90	175733	176290	+	MAG90_gene1265
uppS	IR3_k97_265014	MAG90	176392	177147	+	MAG90_gene1266
cdsA	IR3_k97_265014	MAG90	177150	178013	+	MAG90_gene1267
dxr	IR3_k97_265014	MAG90	178013	179245	+	MAG90_gene1268
rseP	IR3_k97_265014	MAG90	179245	180591	+	MAG90_gene1269
bamA	IR3_k97_265014	MAG90	180591	183098	+	MAG90_gene1270
hlpA	IR3_k97_265014	MAG90	183216	183728	+	MAG90_gene1271
lpxD	IR3_k97_265014	MAG90	183766	184785	+	MAG90_gene1272
fabZ	IR3_k97_265014	MAG90	184801	185295	+	MAG90_gene1273
lpxA	IR3_k97_265014	MAG90	185296	186063	+	MAG90_gene1274
lpxB	IR3_k97_265014	MAG90	186072	187307	+	MAG90_gene1275
yqjG	IR3_k97_265014	MAG90	187441	188430	+	MAG90_gene1276
-	IR3_k97_265014	MAG90	188441	189271	+	MAG90_gene1277
xerD	IR3_k97_265014	MAG90	189358	190236	+	MAG90_gene1278
recJ	IR3_k97_265014	MAG90	190243	191976	+	MAG90_gene1279
prfB	IR3_k97_265014	MAG90	192178	193245	+	MAG90_gene1280
lysS	IR3_k97_265014	MAG90	193280	194794	+	MAG90_gene1281
mbaA	IR3_k97_265014	MAG90	195730	194906	-	MAG90_gene1282
orn	IR3_k97_270449	MAG90	793	236	-	MAG90_gene1285
rsgA	IR3_k97_270449	MAG90	897	1940	+	MAG90_gene1286
psd	IR3_k97_270449	MAG90	1927	2802	+	MAG90_gene1287
glpQ	IR3_k97_270449	MAG90	2806	3525	+	MAG90_gene1288
acrB	IR3_k97_270449	MAG90	6769	3635	-	MAG90_gene1289
acrA	IR3_k97_270449	MAG90	7837	6785	-	MAG90_gene1290
hemE	IR3_k97_270449	MAG90	9023	7956	-	MAG90_gene1291
nudC	IR3_k97_270449	MAG90	9877	9059	-	MAG90_gene1292
rsd	IR3_k97_270449	MAG90	10066	10569	+	MAG90_gene1293
pvdQ	IR3_k97_270449	MAG90	13188	10648	-	MAG90_gene1294
fkpA	IR3_k97_270449	MAG90	14361	13354	-	MAG90_gene1295
slyX	IR3_k97_270449	MAG90	14476	14724	+	MAG90_gene1296
prkB	IR3_k97_270449	MAG90	14805	15683	+	MAG90_gene1297
yhfA	IR3_k97_270449	MAG90	16215	15799	-	MAG90_gene1298
astD	IR3_k97_270449	MAG90	17699	16227	-	MAG90_gene1299
astA	IR3_k97_270449	MAG90	18726	17713	-	MAG90_gene1300
argD	IR3_k97_270449	MAG90	19964	18741	-	MAG90_gene1301
trpG	IR3_k97_270449	MAG90	20778	20137	-	MAG90_gene1302
ppc	IR3_k97_270449	MAG90	23724	20923	-	MAG90_gene1303
-	IR3_k97_270449	MAG90	24747	23884	-	MAG90_gene1304
trpS	IR3_k97_270449	MAG90	25930	24926	-	MAG90_gene1306
rpe	IR3_k97_270449	MAG90	26724	26047	-	MAG90_gene1307
prlC	IR3_k97_270449	MAG90	30705	28654	-	MAG90_gene1311
-	IR3_k97_270449	MAG90	30870	33179	+	MAG90_gene1312
-	IR3_k97_270449	MAG90	35361	33250	-	MAG90_gene1313
