"UMAP1","UMAP2","Cluster","pathways","Level1","Level2","Level3","Mean_Dark","Mean_IR","Mean_All","Mean_Initial","log_Mean_Dark","log_Mean_All","log_Mean_IR","log_Mean_Initial"
33.9701069383418,-27.3834079999193,"Cluster 6","Serotonergic synapse","Organismal Systems","Nervous system","Serotonergic synapse",19443.3333333333,16442.6666666667,18116.5714285714,19158,4.28879305755713,4.25809998220079,4.21599866451463,4.28237283742438
36.2191706899765,-16.4969533422664,"Cluster 6","Arachidonic acid metabolism","Metabolism","Lipid metabolism","Arachidonic acid metabolism",20325.3333333333,24534,20622.5714285714,9780,4.30805904333458,4.31436387517707,4.38978606231693,3.99038325890623
33.0716813606579,-26.2222921122825,"Cluster 6","Cocaine addiction","Human Diseases","Substance dependence","Cocaine addiction",19145.3333333333,16197.3333333333,17838.2857142857,18840,4.28208561561169,4.25137746121978,4.20947033174184,4.2751039495692
42.9373245453358,-22.6507475760145,"Cluster 6","Autophagy - yeast","Cellular Processes","Transport and catabolism","Autophagy - yeast",18027.3333333333,17910.6666666667,17841.1428571429,17074,4.255955579324,4.25144701232405,4.25313599849335,4.23236071235357
38.9793129064576,-20.4737497714794,"Cluster 6","Primary bile acid biosynthesis","Metabolism","Lipid metabolism","Primary bile acid biosynthesis",18964.6666666667,16990,18562.8571428571,22076,4.27796811329591,4.26866821767052,4.23021893988738,4.34394005764571
38.7375239493517,-18.3150162642355,"Cluster 6","Epithelial cell signaling in Helicobacter pylori infection","Human Diseases","Infectious disease: bacterial","Epithelial cell signaling in Helicobacter pylori infection",19692,20975.3333333333,19115.7142857143,11808,4.29431188090201,4.2814132493309,4.32172957574175,4.07221312260338
38.9135002079865,-21.8432151581084,"Cluster 6","Thyroid hormone signaling pathway","Organismal Systems","Endocrine system","Thyroid hormone signaling pathway",19781.3333333333,18843.3333333333,18865.7142857143,16186,4.29627751547279,4.27569627261685,4.27518077777522,4.20916636671678
25.1120033817632,-16.8655269819699,"Cluster 6","Type I diabetes mellitus","Human Diseases","Endocrine and metabolic disease","Type I diabetes mellitus",15371.3333333333,14006.6666666667,16141.7142857143,24858,4.18673979312628,4.20797656013816,4.14636579851302,4.39548365434517
34.085336704308,-22.1956357458153,"Cluster 6","Steroid degradation","Metabolism","Xenobiotics biodegradation and metabolism","Steroid degradation",17806.6666666667,16032,17538.5714285714,21254,4.25060701771266,4.24401897737207,4.205014792569,4.32746110930314
31.1676622420438,-27.0436929106116,"Cluster 6","Phosphonate and phosphinate metabolism","Metabolism","Metabolism of other amino acids","Phosphonate and phosphinate metabolism",17570.6666666667,15030.6666666667,16764,19544,4.24481295613435,4.22440355776484,4.17700713654215,4.29103567476827
45.4086735981561,-23.1140660378781,"Cluster 6","Cushing syndrome","Human Diseases","Endocrine and metabolic disease","Cushing syndrome",17794,18901.3333333333,17498.2857142857,12402,4.25029799233986,4.24302032201914,4.27651541746655,4.09352674369967
41.8461634309699,-25.5672746230068,"Cluster 6","Renal cell carcinoma","Human Diseases","Cancer: specific types","Renal cell carcinoma",17859.3333333333,18927.3333333333,17538,12406,4.25188956001033,4.24400482809145,4.27711237540054,4.0936667822279
43.422842399934,-21.8107043329418,"Cluster 6","Influenza A","Human Diseases","Infectious disease: viral","Influenza A",18581.3333333333,17056.6666666667,17509.4285714286,15652,4.26910024626507,4.24329677566247,4.23191962336745,4.19459758524251
41.8005192241226,-24.5291702575043,"Cluster 6","Neutrophil extracellular trap formation","Organismal Systems","Immune system","Neutrophil extracellular trap formation",17906.6666666667,17873.3333333333,17441.4285714286,14750,4.25303900182853,4.24160695317344,4.25222985270787,4.16882146300982
43.2288991000877,-25.4587829220303,"Cluster 6","Hepatitis C","Human Diseases","Infectious disease: viral","Hepatitis C",18157.3333333333,16692.6666666667,16986.5714285714,14356,4.25907598419863,4.23013129584617,4.22255173741055,4.15706370038262
16.0809490963223,-22.1275001784924,"Cluster 6","Glycosphingolipid biosynthesis - ganglio series","Metabolism","Glycan biosynthesis and metabolism","Glycosphingolipid biosynthesis - ganglio series",18928.6666666667,15290.6666666667,16241.4285714286,11032,4.27714296652049,4.210650965565,4.18445482254048,4.04269361817864
44.3834798386367,-24.5704873071785,"Cluster 6","Measles","Human Diseases","Infectious disease: viral","Measles",17663.3333333333,16757.3333333333,16780.8571428571,14204,4.24709725144434,4.22484001979814,4.22423082454912,4.15244123805895
35.6140130714465,-19.1247897946069,"Cluster 6","Chagas disease","Human Diseases","Infectious disease: parasitic","Chagas disease",17672,19433.3333333333,17156,8776,4.24731027745566,4.23444135126633,4.2885696473794,3.94334609835659
31.3655257294739,-18.852407996064,"Cluster 6","Primary immunodeficiency","Human Diseases","Immune disease","Primary immunodeficiency",16858.6666666667,19406,17016,10318,4.22684898391516,4.23088299885759,4.28795840586015,4.01363761245353
39.1530870539609,-31.6952144348288,"Cluster 6","African trypanosomiasis","Human Diseases","Infectious disease: parasitic","African trypanosomiasis",15710.6666666667,16802.6666666667,15966.2857142857,14224,4.19622225669778,4.20323109650826,4.22540405787767,4.15305227506711
41.6479606643666,-35.4792028638156,"Cluster 6","Estrogen signaling pathway","Organismal Systems","Endocrine system","Estrogen signaling pathway",15076.6666666667,16315.3333333333,15056.5714285714,11220,4.17833413780713,4.17775493200937,4.2126225691229,4.0500315623684
34.5091421698891,-15.9184928824027,"Cluster 6","Proteoglycans in cancer","Human Diseases","Cancer: overview","Proteoglycans in cancer",15721.3333333333,15737.3333333333,15211.1428571429,12102,4.19651699962909,4.18219039521558,4.19695873930252,4.08289303328818
20.3148880365534,-28.9593365806107,"Cluster 6","Indole alkaloid biosynthesis","Metabolism","Biosynthesis of other secondary metabolites","Indole alkaloid biosynthesis",16048,13344.6666666667,14317.1428571429,12042,4.20544797705168,4.15588669121209,4.12534027332195,4.08073468635314
43.8852268431635,-33.0533220100059,"Cluster 6","Progesterone-mediated oocyte maturation","Organismal Systems","Endocrine system","Progesterone-mediated oocyte maturation",14842.6666666667,15960.6666666667,14866,11652,4.17154119315366,4.17222334142775,4.20307823703636,4.06643774645399
41.2906843369272,-32.0475745939468,"Cluster 6","IL-17 signaling pathway","Organismal Systems","Immune system","IL-17 signaling pathway",14720,15846.6666666667,14704.8571428571,11234,4.16793731270058,4.1674903427883,4.19996532785421,4.05057307675515
42.6120608789766,-33.9963801795802,"Cluster 6","Antigen processing and presentation","Organismal Systems","Immune system","Antigen processing and presentation",14579.3333333333,15735.3333333333,14605.1428571429,11292,4.16376745286896,4.16453554399579,4.19690354640887,4.05280932814056
42.626236032071,-32.4536904413046,"Cluster 6","Prostate cancer","Human Diseases","Cancer: specific types","Prostate cancer",14513.3333333333,15697.3333333333,14538.2857142857,11136,4.16179709278197,4.16254307103718,4.19585354651377,4.04676821966084
40.1354226982595,-34.0341754747205,"Cluster 6","Th17 cell differentiation","Organismal Systems","Immune system","Th17 cell differentiation",14509.3333333333,15682,14526.8571428571,11114,4.16167738922371,4.16220156063916,4.19542914245706,4.04590946703501
30.6487884776242,-20.6086362969119,"Cluster 6","Linoleic acid metabolism","Metabolism","Lipid metabolism","Linoleic acid metabolism",14685.3333333333,16307.3333333333,14464.8571428571,8276,4.1669133810953,4.16034417192001,4.21240957961038,3.91787295519885
27.6463033578366,-13.944919935574,"Cluster 6","Neomycin, kanamycin and gentamicin biosynthesis","Metabolism","Biosynthesis of other secondary metabolites","Neomycin, kanamycin and gentamicin biosynthesis",13049.3333333333,13698,14629.7142857143,22166,4.11562160462284,4.16526552932228,4.13668886567226,4.34570692127843
31.846524776204,-15.4074246645966,"Cluster 6","Fluorobenzoate degradation","Metabolism","Xenobiotics biodegradation and metabolism","Fluorobenzoate degradation",15795.3333333333,14833.3333333333,15229.4285714286,14720,4.19855628961882,4.18271212418882,4.17126803355408,4.16793731270058
25.9101224239921,-44.5081666548652,"Cluster 6","p53 signaling pathway","Cellular Processes","Cell growth and death","p53 signaling pathway",16090,12814,14388.2857142857,14006,4.20658303483779,4.15803923604616,4.10771861052026,4.14634512865047
25.0089091431017,-42.6067294905914,"Cluster 6","Small cell lung cancer","Human Diseases","Cancer: specific types","Small cell lung cancer",16010.6666666667,13046.6666666667,14400.5714285714,13632,4.20443654031802,4.15840988275653,4.11553285309993,4.13459143471088
23.1735188309405,-44.0890118800584,"Cluster 6","Herpes simplex virus 1 infection","Human Diseases","Infectious disease: viral","Herpes simplex virus 1 infection",15542,12389.3333333333,14202.8571428571,15626,4.19153484700678,4.15240629567824,4.09308299022433,4.19387561215236
24.147686894596,-43.5192075934154,"Cluster 6","Epstein-Barr virus infection","Human Diseases","Infectious disease: viral","Epstein-Barr virus infection",15663.3333333333,12532.6666666667,14140.8571428571,14398,4.19491191624194,4.15050644580698,4.09807814043956,4.15833233170898
23.5485405710484,-46.1852418642346,"Cluster 6","Human cytomegalovirus infection","Human Diseases","Infectious disease: viral","Human cytomegalovirus infection",15530,12512,13863.4285714286,12918,4.19119941970152,4.14190197464309,4.09736144456549,4.11122889823416
27.035745401978,-43.0217424867685,"Cluster 6","Toxoplasmosis","Human Diseases","Infectious disease: parasitic","Toxoplasmosis",15513.3333333333,12646.6666666667,13828.8571428571,12322,4.19073311824599,4.14081769403633,4.10201041110387,4.0907164484811
24.2426850100861,-48.3906995376363,"Cluster 6","Human immunodeficiency virus 1 infection","Human Diseases","Infectious disease: viral","Human immunodeficiency virus 1 infection",15516,12517.3333333333,13789.7142857143,12428,4.1908077601319,4.13958676090467,4.09754651159656,4.09443618801796
24.9232013782604,-46.3367967294186,"Cluster 6","Kaposi sarcoma-associated herpesvirus infection","Human Diseases","Infectious disease: viral","Kaposi sarcoma-associated herpesvirus infection",15317.3333333333,12333.3333333333,13597.4285714286,12230,4.18521151572009,4.13348872438578,4.09111568098595,4.08746196617182
26.8056064801255,-19.1853333762858,"Cluster 6","Phospholipase D signaling pathway","Environmental Information Processing","Signal transduction","Phospholipase D signaling pathway",14762.6666666667,17696,14992.2857142857,7570,4.16919423115505,4.17589681705209,4.24789965088881,3.87915324618425
25.617997934074,-18.5077606770117,"Cluster 6","Secondary bile acid biosynthesis","Metabolism","Lipid metabolism","Secondary bile acid biosynthesis",14756.6666666667,18712,15543.7142857143,8400,4.16901769665386,4.1915827440519,4.27214341759105,3.92433098470868
23.9199322345516,-47.4924099561623,"Cluster 6","Apoptosis - multiple species","Cellular Processes","Cell growth and death","Apoptosis - multiple species",14852,11734.6666666667,13214.8571428571,12744,4.17181418105115,4.12109533548447,4.06950776555206,4.10533983980529
21.8172608092564,-44.2112256186389,"Cluster 6","Hepatitis B","Human Diseases","Infectious disease: viral","Hepatitis B",14734,11665.3333333333,13124.2857142857,12672,4.16835014018594,4.11810876600463,4.06693438103958,4.10287943486938
20.7015470781502,-46.2146232384512,"Cluster 6","Colorectal cancer","Human Diseases","Cancer: specific types","Colorectal cancer",14676.6666666667,11614,13021.7142857143,12280,4.16665702054367,4.11470151237754,4.06501921413625,4.0892337313654
20.537210832781,-44.7885377078693,"Cluster 6","Viral myocarditis","Human Diseases","Cardiovascular disease","Viral myocarditis",14601.3333333333,11587.3333333333,12961.7142857143,12166,4.16442225803265,4.11269594874784,4.06402097900197,4.08518350805278
13.9231421007278,-6.00711899623778,"Cluster 2","Plant hormone signal transduction","Environmental Information Processing","Signal transduction","Plant hormone signal transduction",14368.6666666667,11987.3333333333,11744.8571428571,3146,4.15744669391666,4.06988471450063,4.07875880991714,3.49789674291322
23.7011574001393,-32.1782863145764,"Cluster 6","Biosynthesis of various antibiotics","Metabolism","Biosynthesis of other secondary metabolites","Biosynthesis of various antibiotics",11763.3333333333,12590.6666666667,12227.4285714286,12530,4.07056732140936,4.08737065109959,4.1000832182914,4.09798572998478
17.4664512417266,-19.780712817926,"Cluster 6","Steroid hormone biosynthesis","Metabolism","Lipid metabolism","Steroid hormone biosynthesis",11129.3333333333,14031.3333333333,12017.4285714286,8640,4.04650817086297,4.07984768668736,4.14712989266306,3.93656400513527
23.4527295035986,-30.3668998057689,"Cluster 6","MAPK signaling pathway - fly","Environmental Information Processing","Signal transduction","MAPK signaling pathway - fly",11297.3333333333,12224.6666666667,11541.7142857143,10226,4.0530143835258,4.06230794579536,4.08727255055725,4.00974825594855
20.4171902475834,-30.7283371017538,"Cluster 6","Sphingolipid signaling pathway","Environmental Information Processing","Signal transduction","Sphingolipid signaling pathway",11726,9644,10997.7142857143,12874,4.06918692515191,4.04134192049871,3.9843022319799,4.10974723771323
11.3049992310976,-15.4804512389404,"Cluster 2","Pancreatic secretion","Organismal Systems","Digestive system","Pancreatic secretion",9786,8548,10388,17714,3.99064958831885,4.01657374626912,3.93191531708125,4.2483411566692
18.8461547557013,-33.0893297241697,"Cluster 6","Biosynthesis of siderophore group nonribosomal peptides","Metabolism","Metabolism of terpenoids and polyketides","Biosynthesis of siderophore group nonribosomal peptides",11901.3333333333,9725.33333333333,10760,10440,4.07563210882578,4.03185263139563,3.98794914929001,4.01874209576238
20.3332924346746,-32.288136306059,"Cluster 6","Retrograde endocannabinoid signaling","Organismal Systems","Nervous system","Retrograde endocannabinoid signaling",10586,10264,10895.1428571429,13716,4.02477291307963,4.03727278855385,4.01135895370661,4.13725913863677
22.4580820869387,-24.9529186817894,"Cluster 6","MAPK signaling pathway - yeast","Environmental Information Processing","Signal transduction","MAPK signaling pathway - yeast",11920.6666666667,12299.3333333333,11541.7142857143,8132,4.07633697466079,4.06230794579536,4.08991688077808,3.91025077230015
17.9140570104115,-25.605448550535,"Cluster 6","Type I polyketide structures","Metabolism","Metabolism of terpenoids and polyketides","Type I polyketide structures",9363.33333333333,10972,10208.2857142857,10452,3.97147686447042,4.00899535803247,4.04032537919972,4.01924095039585
19.91969948772,-14.3374919392047,"Cluster 6","Rheumatoid arthritis","Human Diseases","Immune disease","Rheumatoid arthritis",12650,12399.3333333333,11258,3658,4.10212485573453,4.05149981913274,4.09343335958817,3.56336240948661
8.95796039514276,-8.78984137267376,"Cluster 2","Salivary secretion","Organismal Systems","Digestive system","Salivary secretion",8966.66666666667,7914.66666666667,9457.42857142857,15558,3.95267945691098,3.97581898846876,3.89848749752585,4.19198168080033
19.6067662086643,-18.0273695696924,"Cluster 6","Bladder cancer","Human Diseases","Cancer: specific types","Bladder cancer",11627.3333333333,13912.6666666667,11617.4285714286,4702,4.0655174725955,4.06514739234796,4.14344159464033,3.67237497874608
17.549674975047,-30.617174667508,"Cluster 6","Non-homologous end-joining","Genetic Information Processing","Replication and repair","Non-homologous end-joining",11912.6666666667,9165.33333333333,10304.5714285714,8898,4.07604544477638,4.01307207776443,3.96219564629684,3.9493412067705
18.596627894312,-14.7695682442097,"Cluster 6","Osteoclast differentiation","Organismal Systems","Development and regeneration","Osteoclast differentiation",12142.6666666667,11794,10746.2857142857,3414,4.08434983770044,4.03129879465613,4.07169794522161,3.53339070801755
7.37721588531922,-1.27395722859852,"Cluster 2","Flavonoid biosynthesis","Metabolism","Biosynthesis of other secondary metabolites","Flavonoid biosynthesis",9297.33333333333,9018,8655.42857142857,5642,3.96840511102673,3.93733874979565,3.95515838692579,3.75151005027004
19.9749479684301,-19.658460773562,"Cluster 6","Human T-cell leukemia virus 1 infection","Human Diseases","Infectious disease: viral","Human T-cell leukemia virus 1 infection",10791.3333333333,10986,10115.4285714286,5476,4.03311535054373,4.00502721947268,4.04087912451579,3.73854274092879
8.59869105634522,-18.9640449079351,"Cluster 2","Bacterial invasion of epithelial cells","Human Diseases","Infectious disease: bacterial","Bacterial invasion of epithelial cells",8053.33333333333,6488.66666666667,8521.71428571429,16026,3.90602959917651,3.93057792945896,3.81222239039897,4.20485223692822
15.3416585904199,-23.0775875489491,"Cluster 6","Synaptic vesicle cycle","Organismal Systems","Nervous system","Synaptic vesicle cycle",8037.33333333333,10205.3333333333,9444,11380,3.90516601153824,3.97520196225785,4.00886974805101,4.05618042334214
9.84533002474884,-18.4641302242498,"Cluster 2","Endocytosis","Cellular Processes","Transport and catabolism","Endocytosis",8505.33333333333,7204,8786,14374,3.92974239718718,3.94384062640126,3.85763398515001,4.15760785336167
17.3328615900773,-14.1795563021758,"Cluster 6","Neuroactive ligand-receptor interaction","Environmental Information Processing","Signaling molecules and interaction","Neuroactive ligand-receptor interaction",9604,10078,9040.28571428571,4236,3.98249736919771,3.95623019362975,4.00341744520219,3.62705846400099
10.934268789616,-7.48505355972086,"Cluster 2","Polycyclic aromatic hydrocarbon degradation","Metabolism","Xenobiotics biodegradation and metabolism","Polycyclic aromatic hydrocarbon degradation",10098.6666666667,7596.66666666667,8739.14285714286,8088,4.0043070403949,3.94151853121127,3.88068023578321,3.90789483541628
15.8990219517723,-12.856689926419,"Cluster 6","Cholesterol metabolism","Organismal Systems","Digestive system","Cholesterol metabolism",9368,9897.33333333333,8806.57142857143,3850,3.97169323894986,3.94485617395474,3.99556207489338,3.58557351862273
18.1455972025689,-20.609777017984,"Cluster 6","Hypertrophic cardiomyopathy","Human Diseases","Cardiovascular disease","Hypertrophic cardiomyopathy",8972.66666666667,11369.3333333333,9531.42857142857,5694,3.95296993331429,3.9792035596944,4.05577319667589,3.75549372841512
3.77919292091046,-0.944161321344805,"Cluster 2","Stilbenoid, diarylheptanoid and gingerol biosynthesis","Metabolism","Biosynthesis of other secondary metabolites","Stilbenoid, diarylheptanoid and gingerol biosynthesis",7370.66666666667,6894,6810.85714285714,4882,3.86756568898596,3.83326553143393,3.83853427051187,3.68868672428412
5.84016312311988,-1.7169016484183,"Cluster 2","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","Metabolism","Glycan biosynthesis and metabolism","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",7930,7580,7567.14285714286,6440,3.89932794987765,3.87898932126415,3.87972649663958,3.80895329915591
7.5225691179049,-19.6761564176916,"Cluster 2","Parathyroid hormone synthesis, secretion and action","Organismal Systems","Endocrine system","Parathyroid hormone synthesis, secretion and action",7704.66666666667,6231.33333333333,7532,10916,3.88681021828217,3.87696796743258,3.79465067331597,4.0381033103059
6.89456017328931,-21.978545671706,"Cluster 2","Amoebiasis","Human Diseases","Infectious disease: parasitic","Amoebiasis",6880.66666666667,6056.66666666667,7174,11406,3.83769363249106,3.85582190540603,3.78230537186739,4.05717144154727
15.3356569294014,-16.617128525861,"Cluster 6","Coronavirus disease - COVID-19","Human Diseases","Infectious disease: viral","Coronavirus disease - COVID-19",8217.33333333333,9820,8378.28571428571,4536,3.91478375214749,3.9232069991117,3.99215571104262,3.65676877926602
7.06805788320837,-23.6940525322894,"Cluster 2","Carbohydrate digestion and absorption","Organismal Systems","Digestive system","Carbohydrate digestion and absorption",5726,5428,6356,11030,3.75792718311333,3.80325221143046,3.73471984165568,4.04261488458852
7.09149233144772,-25.1021648510374,"Cluster 2","Nonribosomal peptide structures","Metabolism","Metabolism of terpenoids and polyketides","Nonribosomal peptide structures",6834.66666666667,4382.66666666667,6504.28571428571,11878,3.83478087669983,3.81326637567281,3.64183752304677,4.07477988233193
10.884687297222,-12.6565680027469,"Cluster 2","Apelin signaling pathway","Environmental Information Processing","Signal transduction","Apelin signaling pathway",7376.66666666667,9489.33333333333,7983.71428571429,5288,3.86791902929989,3.90225938054242,3.9772814666196,3.72337356701898
5.17400763135243,-3.73940569380359,"Cluster 2","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","Metabolism","Glycan biosynthesis and metabolism","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",7638,6226.66666666667,6657.42857142857,5008,3.88303651002768,3.82337174519379,3.7943253590821,3.69975103168951
8.1079379225944,-21.7340735732551,"Cluster 2","Sesquiterpenoid and triterpenoid biosynthesis","Metabolism","Metabolism of terpenoids and polyketides","Sesquiterpenoid and triterpenoid biosynthesis",5378,5760.66666666667,6563.71428571429,12530,3.73070154428185,3.81721582915545,3.76054812915876,4.09798572998478
3.79896886682839,-6.59896097404178,"Cluster 2","Choline metabolism in cancer","Human Diseases","Cancer: overview","Choline metabolism in cancer",6963.33333333333,5480,6330,6980,3.84287954954507,3.80147231352147,3.7388598020722,3.84391763800639
6.20875807145204,-14.0675206591165,"Cluster 2","cAMP signaling pathway","Environmental Information Processing","Signal transduction","cAMP signaling pathway",6846,5808,6385.42857142857,6736,3.83550032786732,3.80525805920205,3.76410137647623,3.82846654735268
6.51529639238387,-27.7425083816498,"Cluster 2","Steroid biosynthesis","Metabolism","Lipid metabolism","Steroid biosynthesis",5748,4455.33333333333,5386.85714285714,7098,3.75959230864598,3.73141607203771,3.64897766856894,3.85119717617416
5.4772333422944,-26.2942482583557,"Cluster 2","Staphylococcus aureus infection","Human Diseases","Infectious disease: bacterial","Staphylococcus aureus infection",5940.66666666667,3895.33333333333,5535.42857142857,9240,3.77390828380424,3.74322970121069,3.59065610391365,3.96571897024422
4.65708975375732,-15.1980359468984,"Cluster 2","Ras signaling pathway","Environmental Information Processing","Signal transduction","Ras signaling pathway",6336.66666666667,5502.66666666667,5836.57142857143,5338,3.80192939347936,3.76623220763749,3.74065212268183,3.72745992085791
5.47944783355025,-9.90802328865037,"Cluster 2","mRNA surveillance pathway","Genetic Information Processing","Translation","mRNA surveillance pathway",5178.66666666667,6266,5616.57142857143,4982,3.71430181196815,3.74954860326957,3.79705969469997,3.69749088717106
4.71325601834338,-5.71276776176527,"Cluster 2","Renin secretion","Organismal Systems","Endocrine system","Renin secretion",6497.33333333333,6373.33333333333,6059.42857142857,3804,3.81280198480434,3.78250333697574,3.8044347703147,3.58035466110659
4.12686685209641,-11.7747164582793,"Cluster 2","GnRH signaling pathway","Organismal Systems","Endocrine system","GnRH signaling pathway",5996,5046.66666666667,5486,5274,3.77793404883778,3.73933496019608,3.70309066762928,3.72222246396973
-0.281154658318059,-12.5438160439347,"Cluster 2","Basal transcription factors","Genetic Information Processing","Transcription","Basal transcription factors",3858,3812,4307.42857142857,7142,3.5864747785714,3.63431889726034,3.58126680527367,3.85388065012454
-1.84203062016338,-16.9760739511766,"Cluster 2","Yersinia infection","Human Diseases","Infectious disease: bacterial","Yersinia infection",4028,3381.33333333333,3951.42857142857,5432,3.60519726738838,3.59686403007427,3.52921640565489,3.73503970503372
2.0578080545106,-13.9164520076414,"Cluster 2","Fc gamma R-mediated phagocytosis","Organismal Systems","Immune system","Fc gamma R-mediated phagocytosis",5374.66666666667,4318,4857.71428571429,4926,3.73043233122964,3.68652136134208,3.6353832040475,3.69258256227491
1.70378125931039,-10.8291461275039,"Cluster 2","Pancreatic cancer","Human Diseases","Cancer: specific types","Pancreatic cancer",5241.33333333333,4225.33333333333,4712.85714285714,4590,3.71952463206743,3.67337641675238,3.62596374712195,3.66190729276602
-3.47362266271233,-19.6444799775745,"Cluster 2","Autophagy - animal","Cellular Processes","Transport and catabolism","Autophagy - animal",3480.66666666667,2536,3587.71428571429,7064,3.54178718959666,3.55493888349986,3.40432046722173,3.84911216618458
0.676922792019503,-6.68553864980241,"Cluster 2","Toll-like receptor signaling pathway","Organismal Systems","Immune system","Toll-like receptor signaling pathway",5378.66666666667,6225.33333333333,5085.42857142857,786,3.73075536687231,3.70641295009156,3.79423236738282,2.89597473235906
-1.65244855432294,-18.7422299981225,"Cluster 2","Proteasome","Genetic Information Processing","Folding, sorting and degradation","Proteasome",3829.33333333333,2548.66666666667,3655.14285714286,6452,3.58323656992895,3.56302315666156,3.40648340620263,3.80976166510712
-10.4767694939509,-8.63350991518242,"Cluster 2","cGMP-PKG signaling pathway","Environmental Information Processing","Signal transduction","cGMP-PKG signaling pathway",4109.33333333333,6724,4856.85714285714,1498,3.61387704303354,3.68644473916794,3.82769228867445,3.17580163284828
-9.13479979975696,-8.69869192143663,"Cluster 2","Dilated cardiomyopathy","Human Diseases","Cardiovascular disease","Dilated cardiomyopathy",3636.66666666667,6213.33333333333,4580.57142857143,2514,3.56082290048344,3.66101446178232,3.79339454485469,3.40053798939195
-7.85945746669423,-8.2059555533359,"Cluster 2","Arrhythmogenic right ventricular cardiomyopathy","Human Diseases","Cardiovascular disease","Arrhythmogenic right ventricular cardiomyopathy",3611.33333333333,6204,4564.57142857143,2506,3.55778781864809,3.65949514172668,3.79274178583475,3.39915433395822
-12.1156359512177,-6.23949463389194,"Cluster 2","Olfactory transduction","Organismal Systems","Sensory system","Olfactory transduction",3791.33333333333,6629.33333333333,4619.42857142857,1074,3.5789065033667,3.66468226074533,3.82153536267148,3.03140846425162
-9.55046002979301,-9.53678530300285,"Cluster 2","Adrenergic signaling in cardiomyocytes","Organismal Systems","Circulatory system","Adrenergic signaling in cardiomyocytes",3839.33333333333,6534.66666666667,4602.28571428571,1094,3.58436892190515,3.66306793128911,3.81528989411816,3.03941411917614
-4.48189556871521,-1.8796914835108,"Cluster 2","Notch signaling pathway","Environmental Information Processing","Signal transduction","Notch signaling pathway",5185.33333333333,4557.33333333333,4701.14285714286,3680,3.71486042608067,3.67229581941384,3.65880608028581,3.56596581744667
-11.7559222583317,-7.83156659544551,"Cluster 2","Calcium signaling pathway","Environmental Information Processing","Signal transduction","Calcium signaling pathway",3756,6566.66666666667,4541.42857142857,822,3.57484119506338,3.65728810685991,3.81741110262221,2.91539983521227
-2.56732401105658,-6.50457377567937,"Cluster 2","Furfural degradation","Metabolism","Xenobiotics biodegradation and metabolism","Furfural degradation",4304.66666666667,3768,3943.71428571429,3388,3.63404040485793,3.59601555288606,3.5762261374496,3.53007156883738
-3.44898741371826,-18.5629896797771,"Cluster 2","Vibrio cholerae infection","Human Diseases","Infectious disease: bacterial","Vibrio cholerae infection",3457.33333333333,2455.33333333333,3471.71428571429,6564,3.53886685066447,3.54066905361252,3.39028730180313,3.8172347304255
-5.20968261591497,-1.04122399227346,"Cluster 2","Breast cancer","Human Diseases","Cancer: specific types","Breast cancer",5164,4327.33333333333,4598.57142857143,3716,3.71307032585564,3.66271736757776,3.63632069924566,3.57019256109573
-6.22992662733345,-1.69949232828982,"Cluster 2","Endocrine resistance","Human Diseases","Drug resistance: antineoplastic","Endocrine resistance",5161.33333333333,4280.66666666667,4580.85714285714,3740,3.71284604363161,3.66104154425189,3.6316128538827,3.5729877081982
-4.82480320827084,-18.0082219173176,"Cluster 2","Biosynthesis of various other secondary metabolites","Metabolism","Biosynthesis of other secondary metabolites","Biosynthesis of various other secondary metabolites",3514.66666666667,2811.33333333333,3302.57142857143,4140,3.54600769129083,3.51898370139681,3.44906679438754,3.61710523050238
-3.73161209783335,-1.0754158281425,"Cluster 2","Dorso-ventral axis formation","Organismal Systems","Development and regeneration","Dorso-ventral axis formation",5127.33333333333,4260,4538,3604,3.70997624586381,3.65696018274285,3.62951153420045,3.55690526905545
-4.86422542049954,-2.88941673950141,"Cluster 2","Th1 and Th2 cell differentiation","Organismal Systems","Immune system","Th1 and Th2 cell differentiation",5125.33333333333,4259.33333333333,4530.85714285714,3562,3.7098068422151,3.65627621119871,3.6294435801271,3.55181582235102
-2.724374249034,-15.3141405021496,"Cluster 2","Atrazine degradation","Metabolism","Xenobiotics biodegradation and metabolism","Atrazine degradation",3424,2648.66666666667,3386.57142857143,5488,3.53466057582844,3.52988846128685,3.42319124226406,3.73949323078162
-10.6757008773968,-6.31703537508504,"Cluster 2","Virion - Herpesvirus","Genetic Information Processing","Information processing in viruses","Virion - Herpesvirus",3692.66666666667,6542,4534.28571428571,1036,3.56745770015695,3.65660465197584,3.81577692029836,3.01577875638904
-6.67230118489428,-22.9070833321747,"Cluster 2","Vasopressin-regulated water reabsorption","Organismal Systems","Excretory system","Vasopressin-regulated water reabsorption",2627.33333333333,1934.66666666667,2559.42857142857,4230,3.41968044294526,3.40831266477611,3.28683057131366,3.62644302533129
